x y z radius
3.589296 6.062999 4.268352 0.048504 
3.589296 7.275599 4.268352 0.048504 
3.637800 7.421111 4.268352 0.048504 
3.880320 2.085672 4.268352 0.048504 
3.928824 2.037168 4.268352 0.048504 
3.977328 2.037168 4.268352 0.048504 
4.025832 1.988664 4.268352 0.048504 
4.074336 1.988664 4.268352 0.048504 
4.122840 1.988664 4.268352 0.048504 
4.171344 3.152760 4.268352 0.084011 
4.219848 3.104256 4.268352 0.068595 
4.219848 5.286935 4.268352 0.048504 
4.268352 3.007248 4.268352 0.068595 
4.268352 3.055752 4.268352 0.048504 
4.365360 1.018584 4.268352 0.048504 
4.365360 2.910240 4.268352 0.068595 
4.413864 2.910240 4.268352 0.084011 
4.607880 4.074336 4.268352 0.068595 
4.801895 2.813232 4.268352 0.068595 
4.850399 3.637800 4.268352 0.048504 
4.898903 3.589296 4.268352 0.048504 
4.995911 4.025832 4.268352 0.048504 
5.238431 1.503624 4.268352 0.048504 
5.335439 1.212600 4.268352 0.048504 
5.383943 1.212600 4.268352 0.048504 
5.383943 3.201264 4.268352 0.048504 
5.383943 5.771975 4.268352 0.084011 
5.432447 3.152760 4.268352 0.048504 
5.480951 1.261104 4.268352 0.048504 
5.480951 5.723471 4.268352 0.048504 
5.529455 1.261104 4.268352 0.048504 
5.529455 9.021743 4.268352 0.048504 
5.577959 1.261104 4.268352 0.048504 
5.577959 2.716224 4.268352 0.048504 
5.577959 3.104256 4.268352 0.084011 
5.577959 5.723471 4.268352 0.048504 
5.577959 9.070247 4.268352 0.048504 
5.626463 5.238431 4.268352 0.068595 
5.626463 9.312767 4.268352 0.048504 
5.626463 9.361271 4.268352 0.048504 
5.771975 1.212600 4.268352 0.048504 
5.771975 5.820479 4.268352 0.048504 
5.917487 2.570712 4.268352 0.068595 
5.917487 3.007248 4.268352 0.048504 
6.062999 3.977328 4.268352 0.048504 
6.062999 8.148671 4.268352 0.048504 
6.160007 1.018584 4.268352 0.048504 
6.354023 7.518119 4.268352 0.048504 
6.354023 7.566623 4.268352 0.048504 
6.596543 7.857647 4.268352 0.048504 
6.645047 2.231184 4.268352 0.048504 
6.645047 2.279688 4.268352 0.048504 
6.645047 2.764728 4.268352 0.048504 
6.693551 2.182680 4.268352 0.048504 
6.742055 3.007248 4.268352 0.068595 
6.742055 3.055752 4.268352 0.068595 
6.790559 5.335439 4.268352 0.048504 
6.839063 5.771975 4.268352 0.068595 
6.839063 5.820479 4.268352 0.068595 
7.033079 2.667720 4.268352 0.084011 
7.081583 4.122840 4.268352 0.068595 
7.130087 1.891656 4.268352 0.068595 
7.275599 4.898903 4.268352 0.097008 
7.372607 4.656384 4.268352 0.048504 
7.421111 4.656384 4.268352 0.048504 
7.566623 4.316856 4.268352 0.048504 
7.615127 4.316856 4.268352 0.048504 
7.615127 4.656384 4.268352 0.048504 
7.712135 4.510872 4.268352 0.068595 
7.760639 4.171344 4.268352 0.068595 
7.760639 4.268352 4.268352 0.068595 
7.809143 4.219848 4.268352 0.048504 
7.857647 3.055752 4.268352 0.108458 
7.857647 3.104256 4.268352 0.097008 
7.954655 5.335439 4.268352 0.048504 
8.051663 8.100167 4.268352 0.048504 
8.148671 5.335439 4.268352 0.048504 
8.391191 4.947407 4.268352 0.048504 
8.439695 4.462368 4.268352 0.048504 
8.488199 4.462368 4.268352 0.048504 
8.536703 4.462368 4.268352 0.048504 
8.730719 2.134176 4.268352 0.048504 
8.827727 1.940160 4.268352 0.068595 
8.924735 1.067088 4.268352 0.048504 
9.021743 2.570712 4.268352 0.084011 
9.555287 2.861736 4.268352 0.048504 
9.603791 8.585207 4.268352 0.048504 
9.652295 8.585207 4.268352 0.048504 
9.700799 2.861736 4.268352 0.097008 
9.700799 3.104256 4.268352 0.048504 
9.700799 3.152760 4.268352 0.048504 
9.700799 3.201264 4.268352 0.048504 
9.700799 6.354023 4.268352 0.048504 
9.700799 6.402527 4.268352 0.048504 
9.749303 2.910240 4.268352 0.084011 
9.943319 2.910240 4.268352 0.068595 
9.991823 2.958744 4.268352 0.068595 
10.040327 7.518119 4.268352 0.048504 
10.088831 7.518119 4.268352 0.048504 
10.379855 6.111503 4.268352 0.118810 
10.670879 6.790559 4.268352 0.048504 
10.719383 2.667720 4.268352 0.048504 
10.719383 2.716224 4.268352 0.068595 
10.767887 2.764728 4.268352 0.068595 
10.767887 2.813232 4.268352 0.068595 
10.864895 5.238431 4.268352 0.048504 
11.204423 4.947407 4.268352 0.048504 
11.252927 5.141423 4.268352 0.048504 
2.037168 6.062999 4.316856 0.048504 
2.037168 6.111503 4.316856 0.048504 
2.085672 6.014495 4.316856 0.048504 
2.134176 6.014495 4.316856 0.068595 
2.182680 5.917487 4.316856 0.048504 
2.182680 5.965991 4.316856 0.048504 
3.152760 7.954655 4.316856 0.048504 
3.395280 2.570712 4.316856 0.108458 
3.395280 3.395280 4.316856 0.048504 
3.395280 7.906151 4.316856 0.048504 
3.492288 3.540792 4.316856 0.048504 
3.540792 3.007248 4.316856 0.068595 
3.540792 7.227095 4.316856 0.048504 
3.589296 6.062999 4.316856 0.048504 
3.637800 7.469615 4.316856 0.048504 
4.025832 2.134176 4.316856 0.048504 
4.025832 2.182680 4.316856 0.048504 
4.171344 2.037168 4.316856 0.048504 
4.171344 3.201264 4.316856 0.048504 
4.219848 5.286935 4.316856 0.048504 
4.316856 2.958744 4.316856 0.068595 
4.462368 2.910240 4.316856 0.048504 
4.656384 4.074336 4.316856 0.068595 
4.850399 2.764728 4.316856 0.068595 
4.850399 3.686304 4.316856 0.048504 
4.850399 3.734808 4.316856 0.048504 
4.995911 4.025832 4.316856 0.048504 
5.044415 3.880320 4.316856 0.048504 
5.238431 1.503624 4.316856 0.048504 
5.286935 1.212600 4.316856 0.048504 
5.383943 3.152760 4.316856 0.048504 
5.383943 3.249768 4.316856 0.048504 
5.383943 5.771975 4.316856 0.108458 
5.432447 1.212600 4.316856 0.048504 
5.432447 4.607880 4.316856 0.048504 
5.529455 5.771975 4.316856 0.048504 
5.577959 3.104256 4.316856 0.068595 
5.577959 5.189927 4.316856 0.068595 
5.626463 5.674967 4.316856 0.048504 
5.626463 5.771975 4.316856 0.048504 
5.674967 5.771975 4.316856 0.048504 
5.674967 9.409775 4.316856 0.048504 
5.723471 5.771975 4.316856 0.048504 
5.723471 9.409775 4.316856 0.048504 
5.771975 9.409775 4.316856 0.048504 
5.820479 9.409775 4.316856 0.048504 
5.868983 9.409775 4.316856 0.048504 
5.917487 2.570712 4.316856 0.068595 
5.917487 3.007248 4.316856 0.048504 
6.062999 3.977328 4.316856 0.048504 
6.208511 1.018584 4.316856 0.048504 
6.596543 2.764728 4.316856 0.068595 
6.596543 7.857647 4.316856 0.048504 
6.645047 2.134176 4.316856 0.048504 
6.645047 2.328192 4.316856 0.068595 
6.693551 2.085672 4.316856 0.048504 
6.742055 3.104256 4.316856 0.068595 
6.839063 3.298272 4.316856 0.048504 
6.839063 5.771975 4.316856 0.068595 
6.839063 5.868983 4.316856 0.068595 
7.081583 2.619216 4.316856 0.068595 
7.081583 4.074336 4.316856 0.068595 
7.130087 1.746144 4.316856 0.048504 
7.130087 1.794648 4.316856 0.048504 
7.130087 1.843152 4.316856 0.068595 
7.178591 1.940160 4.316856 0.048504 
7.275599 4.074336 4.316856 0.048504 
7.275599 4.947407 4.316856 0.097008 
7.469615 4.413864 4.316856 0.048504 
7.469615 4.607880 4.316856 0.048504 
7.518119 4.365360 4.316856 0.048504 
7.518119 4.510872 4.316856 0.048504 
7.518119 4.559376 4.316856 0.048504 
7.663631 4.656384 4.316856 0.048504 
7.712135 4.559376 4.316856 0.068595 
7.857647 3.104256 4.316856 0.097008 
7.954655 5.335439 4.316856 0.068595 
8.051663 7.857647 4.316856 0.048504 
8.100167 7.906151 4.316856 0.048504 
8.100167 7.954655 4.316856 0.048504 
8.148671 5.383943 4.316856 0.084011 
8.391191 4.462368 4.316856 0.068595 
8.391191 4.947407 4.316856 0.048504 
8.585207 4.510872 4.316856 0.048504 
8.730719 2.085672 4.316856 0.068595 
8.730719 2.182680 4.316856 0.048504 
8.827727 1.988664 4.316856 0.068595 
8.924735 1.067088 4.316856 0.048504 
9.021743 2.570712 4.316856 0.097008 
9.603791 2.861736 4.316856 0.097008 
9.603791 3.298272 4.316856 0.048504 
9.652295 2.861736 4.316856 0.097008 
9.652295 3.249768 4.316856 0.048504 
9.700799 6.257015 4.316856 0.048504 
9.700799 6.305519 4.316856 0.048504 
9.700799 8.585207 4.316856 0.048504 
9.749303 2.958744 4.316856 0.048504 
9.749303 3.007248 4.316856 0.068595 
9.749303 3.055752 4.316856 0.048504 
9.846311 3.395280 4.316856 0.048504 
9.991823 2.958744 4.316856 0.068595 
10.137335 7.518119 4.316856 0.048504 
10.428359 6.111503 4.316856 0.108458 
10.525367 3.783312 4.316856 0.048504 
10.670879 6.839063 4.316856 0.048504 
10.816391 2.861736 4.316856 0.068595 
10.816391 2.910240 4.316856 0.068595 
11.204423 4.947407 4.316856 0.048504 
11.301431 5.141423 4.316856 0.048504 
1.309608 5.965991 4.365360 0.048504 
2.182680 5.868983 4.365360 0.048504 
2.861736 4.850399 4.365360 0.048504 
2.861736 4.898903 4.365360 0.068595 
3.201264 7.906151 4.365360 0.048504 
3.249768 7.906151 4.365360 0.048504 
3.298272 7.906151 4.365360 0.048504 
3.395280 2.570712 4.365360 0.108458 
3.395280 3.395280 4.365360 0.048504 
3.492288 2.958744 4.365360 0.068595 
3.492288 3.589296 4.365360 0.048504 
3.540792 3.637800 4.365360 0.048504 
3.540792 3.686304 4.365360 0.048504 
3.540792 6.062999 4.365360 0.068595 
3.540792 7.275599 4.365360 0.048504 
3.589296 7.469615 4.365360 0.048504 
4.171344 3.249768 4.365360 0.048504 
4.219848 5.286935 4.365360 0.048504 
4.316856 3.007248 4.365360 0.068595 
4.510872 2.861736 4.365360 0.048504 
4.704888 4.122840 4.365360 0.084011 
4.850399 3.783312 4.365360 0.048504 
4.898903 2.764728 4.365360 0.068595 
4.898903 3.831816 4.365360 0.048504 
4.898903 3.880320 4.365360 0.048504 
4.947407 3.928824 4.365360 0.048504 
4.995911 3.928824 4.365360 0.048504 
4.995911 4.025832 4.365360 0.048504 
5.189927 1.261104 4.365360 0.048504 
5.238431 1.261104 4.365360 0.048504 
5.286935 1.503624 4.365360 0.048504 
5.383943 3.152760 4.365360 0.048504 
5.383943 5.771975 4.365360 0.097008 
5.432447 4.656384 4.365360 0.048504 
5.480951 1.261104 4.365360 0.068595 
5.626463 3.152760 4.365360 0.068595 
5.626463 5.189927 4.365360 0.048504 
5.626463 5.771975 4.365360 0.048504 
5.674967 3.152760 4.365360 0.068595 
5.674967 5.189927 4.365360 0.048504 
5.723471 5.189927 4.365360 0.048504 
5.917487 9.409775 4.365360 0.068595 
5.965991 2.570712 4.365360 0.068595 
5.965991 2.619216 4.365360 0.068595 
6.062999 3.298272 4.365360 0.048504 
6.111503 3.249768 4.365360 0.048504 
6.160007 1.067088 4.365360 0.048504 
6.208511 3.104256 4.365360 0.048504 
6.596543 2.764728 4.365360 0.068595 
6.596543 7.857647 4.365360 0.048504 
6.645047 2.328192 4.365360 0.068595 
6.742055 3.395280 4.365360 0.048504 
6.742055 5.965991 4.365360 0.068595 
6.790559 5.917487 4.365360 0.048504 
6.839063 5.723471 4.365360 0.068595 
6.887567 3.346776 4.365360 0.048504 
6.887567 5.674967 4.365360 0.048504 
7.081583 2.667720 4.365360 0.084011 
7.081583 4.122840 4.365360 0.084011 
7.130087 1.697640 4.365360 0.048504 
7.178591 1.843152 4.365360 0.068595 
7.178591 1.940160 4.365360 0.048504 
7.178591 5.674967 4.365360 0.048504 
7.178591 8.924735 4.365360 0.048504 
7.275599 4.074336 4.365360 0.068595 
7.275599 4.947407 4.365360 0.084011 
7.275599 8.924735 4.365360 0.048504 
7.469615 4.607880 4.365360 0.048504 
7.663631 4.607880 4.365360 0.068595 
7.857647 3.152760 4.365360 0.097008 
7.906151 3.249768 4.365360 0.048504 
7.954655 3.249768 4.365360 0.048504 
8.003159 5.335439 4.365360 0.048504 
8.100167 7.712135 4.365360 0.048504 
8.100167 7.760639 4.365360 0.048504 
8.100167 7.809143 4.365360 0.048504 
8.148671 5.383943 4.365360 0.097008 
8.391191 4.462368 4.365360 0.068595 
8.391191 4.947407 4.365360 0.048504 
8.585207 4.559376 4.365360 0.048504 
8.779223 2.037168 4.365360 0.068595 
8.779223 2.231184 4.365360 0.048504 
8.924735 1.067088 4.365360 0.048504 
9.021743 3.589296 4.365360 0.048504 
9.070247 2.619216 4.365360 0.068595 
9.555287 2.910240 4.365360 0.097008 
9.555287 3.540792 4.365360 0.048504 
9.603791 3.346776 4.365360 0.048504 
9.603791 3.395280 4.365360 0.048504 
9.603791 3.443784 4.365360 0.048504 
9.603791 3.492288 4.365360 0.048504 
9.652295 6.062999 4.365360 0.048504 
9.652295 6.111503 4.365360 0.048504 
9.700799 6.014495 4.365360 0.048504 
9.797807 2.910240 4.365360 0.048504 
9.797807 8.488199 4.365360 0.048504 
9.846311 3.395280 4.365360 0.048504 
10.040327 3.007248 4.365360 0.048504 
10.185839 7.469615 4.365360 0.068595 
10.185839 7.518119 4.365360 0.048504 
10.379855 6.160007 4.365360 0.118810 
10.525367 3.783312 4.365360 0.048504 
10.719383 6.887567 4.365360 0.048504 
10.864895 2.958744 4.365360 0.048504 
10.864895 3.007248 4.365360 0.068595 
11.204423 4.995911 4.365360 0.048504 
11.301431 5.141423 4.365360 0.048504 
1.309608 5.965991 4.413864 0.048504 
2.182680 5.868983 4.413864 0.048504 
2.861736 4.947407 4.413864 0.048504 
2.910240 5.092919 4.413864 0.068595 
2.958744 5.141423 4.413864 0.068595 
2.958744 5.189927 4.413864 0.048504 
2.958744 5.238431 4.413864 0.048504 
2.958744 5.286935 4.413864 0.068595 
3.395280 2.570712 4.413864 0.108458 
3.395280 3.395280 4.413864 0.048504 
3.443784 7.857647 4.413864 0.048504 
3.492288 2.958744 4.413864 0.068595 
3.540792 3.734808 4.413864 0.048504 
3.540792 6.111503 4.413864 0.048504 
3.540792 7.275599 4.413864 0.048504 
3.589296 7.518119 4.413864 0.048504 
3.637800 8.100167 4.413864 0.048504 
4.122840 5.189927 4.413864 0.048504 
4.219848 3.201264 4.413864 0.048504 
4.268352 5.286935 4.413864 0.048504 
4.365360 3.007248 4.413864 0.048504 
4.413864 2.958744 4.413864 0.048504 
4.510872 2.813232 4.413864 0.048504 
4.753392 4.122840 4.413864 0.084011 
4.850399 4.171344 4.413864 0.068595 
4.850399 4.219848 4.413864 0.048504 
4.898903 2.764728 4.413864 0.068595 
4.898903 4.268352 4.413864 0.068595 
4.898903 4.316856 4.413864 0.048504 
4.947407 3.977328 4.413864 0.068595 
4.995911 4.025832 4.413864 0.048504 
5.141423 1.261104 4.413864 0.048504 
5.141423 2.716224 4.413864 0.048504 
5.189927 2.667720 4.413864 0.048504 
5.335439 1.503624 4.413864 0.048504 
5.383943 3.152760 4.413864 0.048504 
5.383943 5.771975 4.413864 0.084011 
5.480951 1.067088 4.413864 0.048504 
5.480951 1.115592 4.413864 0.048504 
5.480951 1.164096 4.413864 0.068595 
5.480951 1.212600 4.413864 0.068595 
5.626463 5.771975 4.413864 0.048504 
5.723471 3.152760 4.413864 0.068595 
5.771975 4.219848 4.413864 0.048504 
5.820479 4.219848 4.413864 0.048504 
5.917487 9.361271 4.413864 0.068595 
6.014495 2.522208 4.413864 0.048504 
6.014495 2.667720 4.413864 0.048504 
6.062999 3.346776 4.413864 0.048504 
6.111503 3.637800 4.413864 0.048504 
6.160007 3.152760 4.413864 0.048504 
6.208511 1.018584 4.413864 0.048504 
6.257015 1.067088 4.413864 0.048504 
6.596543 2.764728 4.413864 0.068595 
6.645047 2.328192 4.413864 0.048504 
6.693551 5.965991 4.413864 0.068595 
6.790559 3.395280 4.413864 0.048504 
6.887567 3.346776 4.413864 0.048504 
6.887567 4.219848 4.413864 0.048504 
6.936071 3.395280 4.413864 0.048504 
6.936071 4.171344 4.413864 0.068595 
6.936071 5.674967 4.413864 0.048504 
6.984575 3.443784 4.413864 0.048504 
6.984575 4.122840 4.413864 0.048504 
6.984575 5.674967 4.413864 0.048504 
7.033079 3.492288 4.413864 0.048504 
7.033079 4.122840 4.413864 0.068595 
7.033079 5.674967 4.413864 0.048504 
7.081583 1.649136 4.413864 0.048504 
7.081583 4.122840 4.413864 0.097008 
7.081583 5.674967 4.413864 0.048504 
7.130087 2.667720 4.413864 0.084011 
7.130087 5.723471 4.413864 0.048504 
7.178591 1.843152 4.413864 0.068595 
7.178591 1.988664 4.413864 0.068595 
7.178591 8.730719 4.413864 0.048504 
7.227095 4.074336 4.413864 0.048504 
7.324103 4.898903 4.413864 0.084011 
7.421111 4.607880 4.413864 0.048504 
7.615127 5.141423 4.413864 0.048504 
7.663631 4.656384 4.413864 0.084011 
7.857647 3.152760 4.413864 0.097008 
7.857647 3.201264 4.413864 0.097008 
8.003159 3.298272 4.413864 0.048504 
8.051663 5.335439 4.413864 0.048504 
8.051663 7.130087 4.413864 0.048504 
8.148671 5.383943 4.413864 0.084011 
8.148671 7.663631 4.413864 0.048504 
8.342687 4.462368 4.413864 0.068595 
8.391191 4.947407 4.413864 0.048504 
8.633711 4.559376 4.413864 0.048504 
8.827727 1.988664 4.413864 0.068595 
8.924735 1.067088 4.413864 0.048504 
9.021743 2.570712 4.413864 0.097008 
9.070247 3.589296 4.413864 0.048504 
9.118751 2.619216 4.413864 0.048504 
9.167255 2.667720 4.413864 0.048504 
9.215759 2.667720 4.413864 0.048504 
9.506783 2.910240 4.413864 0.097008 
9.797807 8.488199 4.413864 0.048504 
9.846311 2.910240 4.413864 0.048504 
9.894815 3.395280 4.413864 0.048504 
10.040327 3.007248 4.413864 0.048504 
10.185839 7.566623 4.413864 0.048504 
10.185839 7.615127 4.413864 0.048504 
10.234343 7.421111 4.413864 0.048504 
10.428359 6.160007 4.413864 0.118810 
10.670879 3.686304 4.413864 0.048504 
10.719383 6.887567 4.413864 0.048504 
10.864895 3.055752 4.413864 0.068595 
10.913399 3.104256 4.413864 0.048504 
10.913399 3.152760 4.413864 0.068595 
11.252927 4.995911 4.413864 0.048504 
11.301431 5.141423 4.413864 0.048504 
2.182680 5.868983 4.462368 0.048504 
2.861736 4.995911 4.462368 0.048504 
2.861736 5.044415 4.462368 0.068595 
2.861736 5.529455 4.462368 0.048504 
2.958744 5.335439 4.462368 0.068595 
2.958744 5.432447 4.462368 0.048504 
2.958744 5.480951 4.462368 0.068595 
3.152760 7.954655 4.462368 0.048504 
3.395280 2.570712 4.462368 0.108458 
3.395280 3.395280 4.462368 0.048504 
3.443784 2.958744 4.462368 0.084011 
3.443784 7.857647 4.462368 0.048504 
3.540792 6.111503 4.462368 0.048504 
3.540792 7.275599 4.462368 0.048504 
3.540792 7.518119 4.462368 0.048504 
3.589296 3.783312 4.462368 0.048504 
4.171344 5.189927 4.462368 0.048504 
4.219848 5.238431 4.462368 0.048504 
4.268352 3.249768 4.462368 0.048504 
4.316856 3.249768 4.462368 0.048504 
4.365360 3.249768 4.462368 0.048504 
4.413864 5.189927 4.462368 0.048504 
4.462368 2.813232 4.462368 0.048504 
4.462368 2.958744 4.462368 0.048504 
4.801895 4.122840 4.462368 0.084011 
4.898903 4.122840 4.462368 0.048504 
4.947407 2.764728 4.462368 0.068595 
4.947407 4.074336 4.462368 0.068595 
4.995911 2.764728 4.462368 0.048504 
5.044415 1.212600 4.462368 0.048504 
5.092919 1.261104 4.462368 0.048504 
5.092919 2.716224 4.462368 0.048504 
5.335439 5.771975 4.462368 0.084011 
5.383943 1.503624 4.462368 0.048504 
5.383943 3.104256 4.462368 0.048504 
5.432447 3.055752 4.462368 0.048504 
5.432447 3.298272 4.462368 0.048504 
5.480951 1.018584 4.462368 0.048504 
5.529455 1.261104 4.462368 0.068595 
5.626463 1.600632 4.462368 0.048504 
5.626463 5.771975 4.462368 0.048504 
5.674967 4.219848 4.462368 0.048504 
5.723471 4.219848 4.462368 0.048504 
5.771975 3.152760 4.462368 0.084011 
5.868983 9.312767 4.462368 0.068595 
5.917487 2.861736 4.462368 0.048504 
6.062999 2.522208 4.462368 0.048504 
6.111503 3.589296 4.462368 0.048504 
6.160007 3.104256 4.462368 0.048504 
6.208511 1.115592 4.462368 0.048504 
6.596543 2.764728 4.462368 0.048504 
6.693551 2.279688 4.462368 0.048504 
6.693551 5.965991 4.462368 0.068595 
6.839063 3.346776 4.462368 0.048504 
6.936071 5.432447 4.462368 0.048504 
7.081583 1.649136 4.462368 0.048504 
7.130087 2.667720 4.462368 0.097008 
7.130087 4.122840 4.462368 0.084011 
7.130087 8.682215 4.462368 0.048504 
7.178591 1.988664 4.462368 0.068595 
7.178591 4.074336 4.462368 0.048504 
7.178591 5.723471 4.462368 0.048504 
7.227095 1.794648 4.462368 0.048504 
7.324103 4.898903 4.462368 0.097008 
7.663631 4.704888 4.462368 0.108458 
7.663631 5.141423 4.462368 0.048504 
7.760639 4.656384 4.462368 0.048504 
7.857647 3.104256 4.462368 0.108458 
7.954655 5.238431 4.462368 0.048504 
8.051663 3.346776 4.462368 0.048504 
8.051663 7.130087 4.462368 0.048504 
8.100167 5.383943 4.462368 0.084011 
8.197175 4.510872 4.462368 0.048504 
8.197175 7.615127 4.462368 0.048504 
8.245679 4.510872 4.462368 0.068595 
8.294183 4.462368 4.462368 0.048504 
8.391191 4.462368 4.462368 0.048504 
8.633711 4.510872 4.462368 0.048504 
8.876231 2.037168 4.462368 0.068595 
8.973239 1.067088 4.462368 0.048504 
9.021743 2.570712 4.462368 0.097008 
9.070247 3.589296 4.462368 0.048504 
9.264263 2.716224 4.462368 0.048504 
9.506783 2.910240 4.462368 0.097008 
9.846311 2.910240 4.462368 0.048504 
9.943319 3.346776 4.462368 0.048504 
10.040327 3.007248 4.462368 0.048504 
10.137335 7.663631 4.462368 0.048504 
10.185839 7.712135 4.462368 0.068595 
10.185839 7.760639 4.462368 0.048504 
10.282847 7.421111 4.462368 0.048504 
10.428359 6.208511 4.462368 0.137190 
10.573871 3.734808 4.462368 0.048504 
10.670879 3.686304 4.462368 0.048504 
10.719383 6.887567 4.462368 0.048504 
10.913399 3.201264 4.462368 0.068595 
11.252927 5.044415 4.462368 0.048504 
11.301431 5.141423 4.462368 0.048504 
1.309608 6.014495 4.510872 0.048504 
2.182680 5.820479 4.510872 0.068595 
2.764728 5.626463 4.510872 0.068595 
2.764728 5.674967 4.510872 0.048504 
2.813232 5.577959 4.510872 0.048504 
2.910240 5.529455 4.510872 0.048504 
3.007248 5.383943 4.510872 0.068595 
3.104256 7.615127 4.510872 0.048504 
3.152760 7.615127 4.510872 0.048504 
3.395280 2.570712 4.510872 0.108458 
3.443784 2.958744 4.510872 0.068595 
3.540792 6.111503 4.510872 0.048504 
3.540792 7.518119 4.510872 0.048504 
3.589296 7.275599 4.510872 0.048504 
3.637800 3.831816 4.510872 0.048504 
3.734808 4.074336 4.510872 0.048504 
4.219848 3.298272 4.510872 0.048504 
4.268352 5.286935 4.510872 0.048504 
4.365360 5.189927 4.510872 0.048504 
4.413864 2.813232 4.510872 0.048504 
4.413864 3.249768 4.510872 0.048504 
4.510872 3.007248 4.510872 0.048504 
4.559376 2.958744 4.510872 0.048504 
4.898903 1.164096 4.510872 0.048504 
4.947407 1.212600 4.510872 0.048504 
4.995911 1.212600 4.510872 0.048504 
5.044415 2.764728 4.510872 0.068595 
5.335439 5.771975 4.510872 0.097008 
5.335439 6.111503 4.510872 0.048504 
5.383943 6.014495 4.510872 0.048504 
5.383943 6.062999 4.510872 0.048504 
5.432447 1.552128 4.510872 0.068595 
5.577959 1.309608 4.510872 0.048504 
5.577959 4.219848 4.510872 0.048504 
5.626463 1.309608 4.510872 0.048504 
5.626463 1.600632 4.510872 0.048504 
5.626463 4.219848 4.510872 0.048504 
5.674967 1.309608 4.510872 0.048504 
5.820479 3.152760 4.510872 0.084011 
5.917487 2.861736 4.510872 0.048504 
5.917487 9.264263 4.510872 0.068595 
6.062999 1.891656 4.510872 0.048504 
6.062999 2.473704 4.510872 0.048504 
6.111503 3.152760 4.510872 0.068595 
6.111503 8.294183 4.510872 0.048504 
6.111503 8.342687 4.510872 0.048504 
6.160007 1.697640 4.510872 0.048504 
6.160007 3.540792 4.510872 0.048504 
6.208511 1.164096 4.510872 0.048504 
6.305519 1.649136 4.510872 0.048504 
6.354023 1.649136 4.510872 0.048504 
6.596543 2.813232 4.510872 0.068595 
6.645047 5.965991 4.510872 0.068595 
6.693551 2.279688 4.510872 0.048504 
7.081583 1.649136 4.510872 0.048504 
7.130087 8.682215 4.510872 0.048504 
7.178591 2.037168 4.510872 0.068595 
7.178591 2.667720 4.510872 0.097008 
7.178591 5.674967 4.510872 0.048504 
7.227095 1.746144 4.510872 0.068595 
7.227095 4.122840 4.510872 0.068595 
7.324103 4.898903 4.510872 0.097008 
7.663631 4.704888 4.510872 0.108458 
7.712135 4.704888 4.510872 0.097008 
7.712135 5.141423 4.510872 0.048504 
7.809143 4.656384 4.510872 0.068595 
7.857647 3.152760 4.510872 0.108458 
7.857647 4.656384 4.510872 0.068595 
7.906151 4.607880 4.510872 0.068595 
7.954655 4.607880 4.510872 0.068595 
8.003159 4.559376 4.510872 0.068595 
8.100167 4.510872 4.510872 0.068595 
8.100167 5.383943 4.510872 0.068595 
8.148671 4.510872 4.510872 0.084011 
8.148671 7.372607 4.510872 0.048504 
8.197175 7.421111 4.510872 0.048504 
8.245679 3.201264 4.510872 0.048504 
8.245679 7.469615 4.510872 0.048504 
8.245679 7.566623 4.510872 0.048504 
8.439695 4.462368 4.510872 0.048504 
8.488199 4.462368 4.510872 0.048504 
8.536703 4.462368 4.510872 0.048504 
8.585207 4.462368 4.510872 0.048504 
8.876231 2.037168 4.510872 0.048504 
8.973239 1.067088 4.510872 0.048504 
9.021743 2.570712 4.510872 0.097008 
9.118751 3.540792 4.510872 0.048504 
9.506783 2.910240 4.510872 0.097008 
9.991823 3.201264 4.510872 0.068595 
9.991823 3.249768 4.510872 0.048504 
9.991823 3.298272 4.510872 0.048504 
9.991823 8.245679 4.510872 0.048504 
10.040327 3.104256 4.510872 0.048504 
10.040327 3.152760 4.510872 0.048504 
10.088831 3.055752 4.510872 0.048504 
10.185839 7.809143 4.510872 0.048504 
10.185839 7.857647 4.510872 0.048504 
10.331351 7.372607 4.510872 0.048504 
10.476863 6.257015 4.510872 0.108458 
10.476863 6.693551 4.510872 0.048504 
10.670879 3.686304 4.510872 0.048504 
10.767887 6.936071 4.510872 0.048504 
10.913399 3.249768 4.510872 0.068595 
10.961903 3.298272 4.510872 0.048504 
11.252927 5.044415 4.510872 0.048504 
11.301431 5.189927 4.510872 0.048504 
1.309608 6.014495 4.559376 0.048504 
2.231184 5.820479 4.559376 0.048504 
2.716224 5.723471 4.559376 0.068595 
3.055752 5.432447 4.559376 0.048504 
3.201264 7.615127 4.559376 0.048504 
3.298272 7.566623 4.559376 0.048504 
3.346776 7.566623 4.559376 0.048504 
3.395280 2.570712 4.559376 0.097008 
3.395280 2.910240 4.559376 0.068595 
3.492288 7.518119 4.559376 0.048504 
3.540792 6.111503 4.559376 0.048504 
3.589296 7.275599 4.559376 0.048504 
3.589296 8.100167 4.559376 0.048504 
3.589296 8.148671 4.559376 0.048504 
3.637800 7.809143 4.559376 0.048504 
3.734808 4.025832 4.559376 0.048504 
3.928824 3.152760 4.559376 0.048504 
3.977328 3.152760 4.559376 0.048504 
4.219848 3.298272 4.559376 0.048504 
4.316856 5.238431 4.559376 0.048504 
4.316856 5.286935 4.559376 0.048504 
4.365360 2.764728 4.559376 0.048504 
4.607880 3.007248 4.559376 0.048504 
4.656384 3.007248 4.559376 0.048504 
